sentence_col1,sentence_col2,n_raters,mean_rating,std_dev,mean_abs_dev,difficulties,raters,pct_exact_match_with_mode,verb,verb_en,verb_casual,frame_en,frame_en_id,sent_mt_pval,verb_mt_pval,DistClass,DistClassName,translit,google_gemma-3-1b-pt,google_gemma-3-4b-pt,google_gemma-3-12b-pt,meta-llama_Llama-3.1-8B,meta-llama_Llama-3.1-70B,Qwen_Qwen3-32B,sarvamai_sarvam-1
wo seduce kar rahe hain,wo lubha rahe hain,6,3.0,2.191,1.667,"[4, 2, 7, 2, 1, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,लुभा,seduce,lubha,wo X kar rahe hain,0,0.31384,0.08082,0,Uniform/Random,casual,1.15077562628214,1.0179024311729818,0.48923265413394346,1.5073140899014243,2.7082549285846196,1.519034629020565,8.659375096781822
wo seduce kar rahe hain,wo lubha rahe hain,6,3.0,2.191,1.667,"[4, 2, 7, 2, 1, 2]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,लुभा,seduce,lubha,wo X kar rahe hain,0,0.31384,0.08082,0,Uniform/Random,formal,0.04764676649982269,0.1453954609374516,0.08291274934717542,0.36094007960148883,0.2774533185533426,0.5904359612250476,2.3675293770043413
read karna mana hona chahiye,padhna mana hona chahiye,8,5.75,2.188,1.625,"[7, 7, 4, 7, 7, 6, 1, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",62.5,पढ,read,padh,X karna mana hona chahiye,3,0.02656,0.0003,3,SinglePeakRight,devanagari,0.03993234580423556,0.0031358351653517176,0.005181006745892979,0.4250581577870793,0.4124105072968089,1.8441154154738846,1.116324137706413
read karna mana hona chahiye,padhna mana hona chahiye,8,5.75,2.188,1.625,"[7, 7, 4, 7, 7, 6, 1, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",62.5,पढ,read,padh,X karna mana hona chahiye,3,0.02656,0.0003,3,SinglePeakRight,casual,0.05908099571060006,1.2772496702024865,0.3299952745103021,0.45866452712712097,0.6445515358028481,0.219484050026341,1.185769617596654
read karna mana hona chahiye,padhna mana hona chahiye,8,5.75,2.188,1.625,"[7, 7, 4, 7, 7, 6, 1, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",62.5,पढ,read,padh,X karna mana hona chahiye,3,0.02656,0.0003,3,SinglePeakRight,formal,0.16267041265041543,0.3447401938752778,0.4901817949354391,1.72829247754848,1.0914791965340374,1.1928061771830025,0.9641608427185195
wo kal touch kar chuke the,wo kal choo chuke the,6,3.167,2.137,1.833,"[1, 5, 4, 1, 2, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,छू,touch,choo,wo kal X kar chuke the,2,0.9566,0.1233,0,Uniform/Random,devanagari,0.31408233749264375,1.0115223902709563,0.568402696515901,0.4953827456714217,0.5650086441462107,0.6084659014690306,1.6145809586930089
wo kal touch kar chuke the,wo kal choo chuke the,6,3.167,2.137,1.833,"[1, 5, 4, 1, 2, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,छू,touch,choo,wo kal X kar chuke the,2,0.9566,0.1233,0,Uniform/Random,casual,0.42292380054652257,2.1010063712831433,1.444018380900308,0.8910543535643185,1.5675565890604415,1.1999719249111291,2.6361219541032663
wo kal touch kar chuke the,wo kal choo chuke the,6,3.167,2.137,1.833,"[1, 5, 4, 1, 2, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,छू,touch,choo,wo kal X kar chuke the,2,0.9566,0.1233,0,Uniform/Random,formal,0.09334950600932225,0.17017607125441378,0.1770722706374096,0.5963416823930586,0.4565636596720869,1.144027989312079,0.48972578529029626
wo kal move kar chuke the,wo kal chal chuke the,6,4.167,2.137,1.833,"[1, 3, 6, 3, 6, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,चल्,move,chal,wo kal X kar chuke the,2,0.14746,0.0138,3,SinglePeakRight,devanagari,0.19155756511310634,0.8466663380390881,1.111396709294432,1.0663396170313093,1.5673967900817316,1.3083440702445766,1.7035542056927162
wo kal move kar chuke the,wo kal chal chuke the,6,4.167,2.137,1.833,"[1, 3, 6, 3, 6, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,चल्,move,chal,wo kal X kar chuke the,2,0.14746,0.0138,3,SinglePeakRight,casual,0.9267735792237488,2.711110427353954,1.607953434687592,0.294895773331049,0.37037421716553903,0.7654075336792245,1.0738368267523486
wo kal move kar chuke the,wo kal chal chuke the,6,4.167,2.137,1.833,"[1, 3, 6, 3, 6, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,चल्,move,chal,wo kal X kar chuke the,2,0.14746,0.0138,3,SinglePeakRight,formal,0.4180567940359063,0.8966712504307734,0.9634310674111594,0.3936241284406114,0.4528394173891585,0.5098100828344576,0.5109263680087425
rub karna aasan hai,mitana aasan hai,6,5.167,2.137,1.444,"[5, 6, 7, 6, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,मिटा,rub,mita,X karna aasan hai,1,0.31384,0.00172,3,SinglePeakRight,devanagari,0.3631001011495222,0.07924284660771835,0.1200787000429733,0.15595255085820922,0.1392684521611862,3.131085316706746,0.5384549390493575
rub karna aasan hai,mitana aasan hai,6,5.167,2.137,1.444,"[5, 6, 7, 6, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,मिटा,rub,mita,X karna aasan hai,1,0.31384,0.00172,3,SinglePeakRight,casual,4.329137563133755,1.0934514907347366,0.5629835156074418,4.406650006799624,9.89408816430705,31.293230878846774,3.6527878862903633
rub karna aasan hai,mitana aasan hai,6,5.167,2.137,1.444,"[5, 6, 7, 6, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",50.0,मिटा,rub,mita,X karna aasan hai,1,0.31384,0.00172,3,SinglePeakRight,formal,0.3126824664547526,1.0176132201481682,1.0250703072981187,1.378187517734736,4.603565592574656,0.6967537641352994,0.4582026931399435
wo change kar rahe hain,wo badal rahe hain,8,4.625,2.134,1.719,"[4, 5, 6, 6, 2, 6, 1, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,बदल,change,badal,wo X kar rahe hain,0,0.78996,0.16124,0,Uniform/Random,devanagari,0.08800163497703807,0.5585758055908767,1.0117268985362486,0.5661019402949383,0.451161970519393,0.44224264311140843,1.650440628857364
wo change kar rahe hain,wo badal rahe hain,8,4.625,2.134,1.719,"[4, 5, 6, 6, 2, 6, 1, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,बदल,change,badal,wo X kar rahe hain,0,0.78996,0.16124,0,Uniform/Random,casual,0.4573323404405374,0.05730770374135205,0.22354039312808632,0.4635023763969451,0.8557764800324386,2.5376661117396173,2.4248238793869072
wo change kar rahe hain,wo badal rahe hain,8,4.625,2.134,1.719,"[4, 5, 6, 6, 2, 6, 1, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,बदल,change,badal,wo X kar rahe hain,0,0.78996,0.16124,0,Uniform/Random,formal,0.09070110973612691,0.044493360587380605,0.2108669271978013,0.5457516307664169,2.602683327685155,1.7754998377289555,2.1624691794954387
dare karna aasan hai,lalkaarna aasan hai,8,3.25,2.121,1.75,"[4, 5, 1, 4, 2, 7, 1, 2]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,ललकार,dare,lalkaar,X karna aasan hai,1,0.74086,0.33138,0,Uniform/Random,devanagari,0.10669433964862106,0.00687757067256063,0.003953982772293777,0.3313542201234491,0.5405742898246085,2.5082627060797997,1.4631607647204
dare karna aasan hai,lalkaarna aasan hai,8,3.25,2.121,1.75,"[4, 5, 1, 4, 2, 7, 1, 2]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,ललकार,dare,lalkaar,X karna aasan hai,1,0.74086,0.33138,0,Uniform/Random,casual,5.158313653903386,5.792185746568736,2.277512488683782,2.531067883599827,5.983070041928952,9.618241023222575,4.793186793205446
dare karna aasan hai,lalkaarna aasan hai,8,3.25,2.121,1.75,"[4, 5, 1, 4, 2, 7, 1, 2]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,ललकार,dare,lalkaar,X karna aasan hai,1,0.74086,0.33138,0,Uniform/Random,formal,0.32167198463417046,0.9216527366320151,2.3259643811725,1.311413193785132,7.103827991865301,2.0946630846851364,2.010860402719205
wo knock kar rahe hain,wo khatkhata rahe hain,8,4.125,2.1,1.656,"[4, 3, 1, 6, 2, 4, 6, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,खटखटा,knock,khatkhata,wo X kar rahe hain,0,0.9769,0.31882,0,Uniform/Random,devanagari,0.01954872003405975,0.03463100997224173,0.012664719029630955,0.11518075914643865,0.0932605935318212,0.46538316981137834,0.14357489859525233
wo knock kar rahe hain,wo khatkhata rahe hain,8,4.125,2.1,1.656,"[4, 3, 1, 6, 2, 4, 6, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,खटखटा,knock,khatkhata,wo X kar rahe hain,0,0.9769,0.31882,0,Uniform/Random,casual,0.45665506994573135,0.228717111355286,0.1468388188260883,0.24994862653186095,0.16752831091810788,2.11369454397408,1.5528857282768473
wo knock kar rahe hain,wo khatkhata rahe hain,8,4.125,2.1,1.656,"[4, 3, 1, 6, 2, 4, 6, 7]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",25.0,खटखटा,knock,khatkhata,wo X kar rahe hain,0,0.9769,0.31882,0,Uniform/Random,formal,0.16787198478021154,0.03269649579881481,0.08612661961888941,0.18276293728852733,0.14925555745723568,2.09610611747071,0.5606921499449953
wo panic kar rahe hain,wo ghabra rahe hain,6,3.5,2.074,1.667,"[1, 4, 4, 5, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,घबड़ा,panic,ghabra,wo X kar rahe hain,0,0.63538,0.35652,0,Uniform/Random,devanagari,0.02121954115353499,0.10455103184246219,0.04821068682719264,0.17216581078258542,0.2093917524110015,0.39814627267877123,0.21731296800545957
wo panic kar rahe hain,wo ghabra rahe hain,6,3.5,2.074,1.667,"[1, 4, 4, 5, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,घबड़ा,panic,ghabra,wo X kar rahe hain,0,0.63538,0.35652,0,Uniform/Random,casual,0.10987989054915433,0.0426120898573331,0.014343454494816787,0.17580279925450784,0.1200054361087089,1.3247803230438389,0.8641618957388125
wo panic kar rahe hain,wo ghabra rahe hain,6,3.5,2.074,1.667,"[1, 4, 4, 5, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,घबड़ा,panic,ghabra,wo X kar rahe hain,0,0.63538,0.35652,0,Uniform/Random,formal,0.015975717692895883,0.11637549080572505,0.0396034935549652,0.29789524147958485,0.0705527369297783,5.85867983256307,0.5900191163574644
wo kal panic kar chuke the,wo kal ghabra chuke the,8,4.5,2.07,1.625,"[1, 4, 7, 6, 3, 4, 7, 4]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,घबड़ा,panic,ghabra,wo kal X kar chuke the,2,0.55854,0.35652,0,Uniform/Random,devanagari,0.039525707878725266,0.0531058012132645,0.10516181956786737,0.26217263515816036,0.37537911720905504,0.4273797178304173,0.1372588725682848
wo kal panic kar chuke the,wo kal ghabra chuke the,8,4.5,2.07,1.625,"[1, 4, 7, 6, 3, 4, 7, 4]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,घबड़ा,panic,ghabra,wo kal X kar chuke the,2,0.55854,0.35652,0,Uniform/Random,casual,0.1370672452673362,0.19256662214393563,0.2144472527987405,0.1172695707745562,0.14726260923624393,0.5784940115167824,0.7079773693559606
wo kal panic kar chuke the,wo kal ghabra chuke the,8,4.5,2.07,1.625,"[1, 4, 7, 6, 3, 4, 7, 4]","['s.0716579a-cc45-4ca1-9021-fd2959db6ada.txt', 's.42fe05db-1e3d-477e-9140-317d4e336f5b.txt', 's.82383061-e8b6-4b44-8e30-47dce81774d2.txt', 's.bf75cd3d-0fe9-42b4-8a2d-68587dfe709b.txt', 's.c1b9bafc-1ccb-426b-9de9-345e4a0accd7.txt', 's.d17a8cad-6ae4-4768-831d-fd0a23931e15.txt', 's.f71f6749-2ba6-44ac-84af-1d77f2b3f538.txt', 's.ffcc8a9d-0806-426c-a0cc-1b67f5a90e2a.txt']",37.5,घबड़ा,panic,ghabra,wo kal X kar chuke the,2,0.55854,0.35652,0,Uniform/Random,formal,0.11317913366008792,0.3712321562345522,0.2967971089608038,0.28523286850007024,0.19526640573148663,1.609395630656064,0.5419674985841346
wo study kar rahe hain,wo padh rahe hain,6,4.833,2.041,1.556,"[4, 6, 6, 6, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",66.7,पढ,study,padh,wo X kar rahe hain,0,0.03872,0.0005,3,SinglePeakRight,devanagari,0.25117338196533856,1.8683847871442174,1.0701477728358832,0.8196903418354795,1.007064788164653,0.9553302087070893,1.4039914358153978
wo study kar rahe hain,wo padh rahe hain,6,4.833,2.041,1.556,"[4, 6, 6, 6, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",66.7,पढ,study,padh,wo X kar rahe hain,0,0.03872,0.0005,3,SinglePeakRight,casual,0.23745332345240672,0.47451079322174644,0.7553228091604249,0.19855980642993504,0.44512356564897776,0.7082241979682158,2.4282856822708085
wo study kar rahe hain,wo padh rahe hain,6,4.833,2.041,1.556,"[4, 6, 6, 6, 1, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",66.7,पढ,study,padh,wo X kar rahe hain,0,0.03872,0.0005,3,SinglePeakRight,formal,0.04661596824686755,0.06860839385939066,1.1182106104552474,0.48249695114544006,0.6339021754791685,1.823006977678328,1.7242862664759289
wo kal imagine kar chuke the,wo kal soch chuke the,6,3.833,2.041,1.556,"[1, 4, 4, 2, 6, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,सोच,imagine,soch,wo kal X kar chuke the,2,0.63538,0.00098,1,MultiPeak,devanagari,0.43350390906191577,0.3992185478340135,0.9157282523107345,0.3500356600135762,0.38730212854250834,0.5700748295453513,1.143909475087627
wo kal imagine kar chuke the,wo kal soch chuke the,6,3.833,2.041,1.556,"[1, 4, 4, 2, 6, 6]","['s.406f0f9c-40d6-4037-ab36-d9ca831d0c7e.txt', 's.6e707c44-3689-475a-9844-ba5f97e04291.txt', 's.9c69cad2-2c39-483c-8a6a-7a026189066c.txt', 's.f906f239-0dd1-45b8-a4c0-78392435fb3c.txt', 's.fbc77057-b007-4e28-bbbd-d5b476b444fa.txt', 's.ffa0172a-58f2-49bf-8490-dcc31f314310.txt']",33.3,सोच,imagine,soch,wo kal X kar chuke the,2,0.63538,0.00098,1,MultiPeak,casual,0.8071291911422497,0.9814207125948462,2.046024325609006,0.3145374681304573,0.41755595518353517,0.40976754943873767,1.409067921820798
